index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score	split	sent_s1	sent_s2
3584	main-news	headlines	2014	0462	none	none	Piers Morgan questioned by police	Piers Morgan Interviewed by Police in Hacking Case	3.6	train	Piers Thomas_Hunt_Morgan Thomas_Hunt_Morgan interview questioned by police	Piers Morgan interview Interviewed away by law in Hacking pillow_slip Case
3585	main-news	headlines	2014	0521	none	none	Pope Benedict XVI Says Goodbye to Cardinals	Pope Benedict XVI departs Vatican for last time	3.6	train	pontiff Pope St._Benedict Saint_Benedict 16 XVI Says arrivederci Goodbye to Cardinals	Pope Benedict Benedict xvi XVI cease quit Vatican for survive last clock_time time
3586	main-news	headlines	2014	0654	none	none	Pakistan's Malala leaves hospital to await surgery	Malala leaves British hospital	3.6	train	Islamic_Republic_of_Pakistan Pakistan 's Malala give leaves hospital to expect expect operating_room surgery	Malala leave go_forth British hospital
3587	main-news	headlines	2014	0678	none	none	KLCI Futures traded mixed at mid-day	KL shares mixed at mid-day	3.6	train	KLCI hereunder hereafter swap traded shuffle mixed at mid-day	KL percentage shares choker ruffle atomic_number_85 at mid-day
3588	main-news	headlines	2014	0707	none	none	Pakistan releases top Afghan Taliban prisoner	Pakistan releases seven Afghan Taliban fighters	3.6	train	Islamic_Republic_of_Pakistan Pakistan unfreeze top Afghan Taleban Taliban prisoner	West_Pakistan Pakistan unblock sevener seven Afghan_hound Afghan Taliban Taliban belligerent fighters
3589	main-news	headlines	2014	0733	none	none	Karzai to visit Pakistan for Taliban peace talks	Afghan president extends visit to Pakistan for Taliban talks	3.6	train	Karzai to confabulate visit Islamic_Republic_of_Pakistan Pakistan for Taliban pacification peace verbalise	Afghan Afghan prexy extends chitchat visit to Pakistan for Taliban verbalise talks
3590	main-news	headlines	2015	0030	none	none	EU foreign ministers to discuss Syria arms embargo	EU foreign ministers seek solution on Syria arms	3.60	train	EU foreign ministers to hash_out Syria blazon arms embargo	EC EU extraneous foreign ministers essay seek solution solution on Syria subdivision branch
3591	main-news	headlines	2015	0033	none	none	Death toll from Philippine earthquake rises to 185	Death toll from Philippines quake rises to 144	3.60	train	dying Death price cost from Philippine earthquake rises to 185	Death bell toll from Philippines seism earthquake rises to 144
3592	main-news	headlines	2015	0222	none	none	Shooting, protests mar Thai voting	Thai protesters disrupt advance voting	3.60	train	Shooting , objection protests mar mar Siamese Thai voting	Tai Thai objector protesters disrupt advance balloting ballot
3593	main-news	headlines	2015	0498	none	none	Vatican Embassy in Syria hit by mortar fire	Vatican embassy in Syria hit by mortar; no injuries	3.60	train	Vatican_Palace Vatican Embassy in inward Syria Syria smash hit by howitzer mortar fire	Vatican Vatican embassy embassy inwards in Syrian_Arab_Republic Syria rack_up hit by trench_mortar mortar ; atomic_number_102 injury injuries
3594	main-news	headlines	2015	0546	none	none	Colorado wildfire destroys more than 90 homes as winds worsen	Colorado wildfire may be biggest property destroyer in state history	3.60	train	Colorado wildfire wildfire demolish destroys more more than XC 90 homes as twine winds exacerbate	Colorado wildfire wildfire English_hawthorn may equal be openhanded property destroyer in state state history history
3595	main-news	headlines	2015	0705	none	none	Fire kills 38 in Russian psychiatric institution	38 feared dead in Russian psychiatric hospital fire	3.60	train	Fire kills xxxviii 38 in Russian psychiatrical psychiatrical institution	38 awe fear dead inward in Russian Russian psychiatric hospital hospital fire
3596	main-news	headlines	2015	0795	none	none	Corpses Of 53 Men Found South Of Baghdad	Iraqi officials: 50 bodies found south of Baghdad	3.60	train	stay remains Of liii 53 human_beings Men Found South Of capital_of_Iraq Baghdad	Iraqi official officials : l 50 soundbox get_hold found Confederate_States south of Baghdad Baghdad
3597	main-news	headlines	2015	0957	none	none	Iran nuclear deal agreed at talks	Iran Nuclear Deal Sealed After Decades-Long Dispute	3.60	train	Persia Iran nuclear nuclear distribute deal agreed at at talks	Iran nuclear atomic Deal Sealed after After Decades-Long difference_of_opinion Dispute
3598	main-news	headlines	2015	0977	none	none	Transcript reveals confusion over evacuation of South Korean ferry	Transcript Reveals Confusion Over Ferry Evacuation	3.60	train	copy Transcript unwrap reveals confusion complete over evacuation of due_south South Korean Korean ferry	Transcript Reveals mental_confusion Over Ferry Evacuation
3599	main-news	headlines	2015	0989	none	none	Cairo protesters defy crackdown threat	In Cairo Camps, Protesters Dig in and Live On	3.60	train	Cairo protesters refuse defy crackdown crackdown scourge	atomic_number_49 In Egyptian_capital Cairo camp inner_circle , dissenter Protesters Dig inward in and live Live on On
3600	main-news	headlines	2015	1079	none	none	Asian Muslims celebrate Eid as 14 killed in Afghanistan	Asian Muslims celebrate Eid as 52 die in Pakistan, Afghanistan	3.60	train	Asian Muslim Muslims observe celebrate Eid Eastern_Samoa fourteen 14 shoot_down killed in Afghanistan	Asian Moslem Moslem celebrate Eid ampere as lii 52 conk_out die atomic_number_49 in Islamic_Republic_of_Pakistan Pakistan , Afghanistan
3601	main-news	headlines	2015	1290	none	none	Indian army kill 3 militants in Indian-controlled Kashmir	Indian troops kill militant commander in Indian-controlled Kashmir	3.60	train	Amerindian_language Indian army obliterate kill trio 3 militant militant in Indian-controlled Kashmir	Indian troops kill warlike militant air_force_officer commander inch Indian-controlled Kashmir Kashmir
3602	main-captions	MSRvid	2012test	0225	none	none	A toddler walks down a hallway.	A little girl is walking down a hallway.	3.600	train	a A yearling toddler walking walks depressed down antiophthalmic_factor vitamin_A hallway .	deoxyadenosine_monophosphate A little girl is take_the_air walking gloomy down axerophthol a hall hallway .
3603	main-captions	MSRvid	2012test	0364	none	none	A woman is mixing ingrediants.	A woman is mixing food in a bowl.	3.500	train	angstrom_unit A fair_sex woman make_up is miscellanea mixture ingrediants .	A cleaning_woman woman body_forth embody mixing food_for_thought food Hoosier_State in a bowl bowl .
3604	main-captions	MSRvid	2012train	0005	none	none	A person is peeling shrimp.	A person is preparing shrimp.	3.600	train	A someone make_up is peeling prawn shrimp .	A mortal person comprise is develop preparing prawn prawn .
3605	main-captions	MSRvid	2012train	0161	none	none	A man is eating a pizza.	A man is eating a food.	3.600	train	A mankind man be is rust eating angstrom_unit a pizza .	A man represent is eat vitamin_A a intellectual_nourishment food .
3606	main-captions	images	2014	0000	none	none	A cat standing on tree branches.	A black and white cat is high up on tree branches.	3.6	train	A cat standing standing on on tree tree branches .	A black and White_River white cat is luxuriously high up on Sir_Herbert_Beerbohm_Tree tree branches .
3607	main-captions	images	2014	0073	none	none	A jockey riding a horse in a pen.	A jockey rides a horse at a gallop.	3.6	train	a A chicane jockey bait riding adenine a horse IN in a compose .	angstrom_unit angstrom_unit chouse jockey rides a horse at at a extend gallop .
3608	main-captions	images	2014	0527	none	none	Two cats are close together inside and black and white furry enclosure.	Two baby kittens are sitting inside a cow-schemed, fur-covered dome.	3.6	train	2 Two cats equal are close together inwardly inside and black and blanched white furry inclosure enclosure .	2 II coddle baby kitten kittens are sitting sitting inside inside a cow-schemed , fur-covered dome dome .
3609	main-captions	images	2014	0552	none	none	A black and white cat is sitting on a brown chair looking up.	Black and white cat sitting on wood chair looking up.	3.6	train	A Shirley_Temple black and E._B._White white big_cat cat is seat sitting on group_A a Robert_Brown brown chair await looking up .	Black and white hombre cat sitting on on wood moderate chair front up .
3610	main-captions	images	2014	0563	none	none	A long-haired man with a hat standing between two large, half-empty Coke bottles.	A man with a cap and jacket walking between two large bottles.	3.6	train	A long-haired human man with axerophthol a hat standing between ii magnanimous large , half-empty Coca_Cola Coke nursing_bottle bottles .	group_A man with a cap and jacket walking between two large bottleful bottles .
3611	main-captions	images	2015	0180	none	none	A man and a woman on a bench.	A man and woman sit on a park bench.	3.60	train	type_A A man and adenine a woman along on antiophthalmic_factor a bench .	antiophthalmic_factor A mankind man and charwoman woman ride sit on angstrom_unit a park bench .
3612	main-captions	images	2015	0632	none	none	A man and a woman are riding bikes on a street.	A man and woman are riding bicycles across a junction in the city.	3.60	train	adenine A man and a woman are ride riding bikes on a street street .	A humans man and woman are devolve_on riding bicycles crosswise across a junction IN in the urban_center .
3613	main-captions	images	2015	1233	none	none	A black person in black and red is sleeping on a bench with an open black umbrella.	A man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun.	3.60	train	angstrom A Joseph_Black black person in black and red is sleeping on a bench with AN open_up open Shirley_Temple_Black black umbrella .	axerophthol A humankind man sitting astir up necessitate a forty_winks nap on a Mungo_Park park workbench bench with Associate_in_Nursing an open umbrella umbrella protect protecting him from the sunlight sun .
3614	main-captions	track5.en-en	2017	0017	none	none	A girl dancing on a sandy beach.	A girl is on a sandy beach.	3.600000	train	A missy girl dancing on on a sandy beach beach .	type_A female_child girl represent is on on a sandlike sandy beach .
3615	main-captions	track5.en-en	2017	0159	none	none	A crowd of men wearing paper numbers on their shirts run in a race.	Several men running down a grass field wearing numbers on the front of their shirts.	3.600000	train	A bunch crowd of men wearing paper numbers_racket numbers on their shirt shirts race inch in a rush race .	several Several Man men running gloomy down adenine a grass field_of_study wear_out wearing numbers on on the front of their shirts .
3616	main-forums	answers-forums	2015	0049	none	none	It is perfectly okay to ask for the figure knowing well that the other person may not give.	You can always ask, then it is the choice of the author to accept or not.	3.60	train	IT It make_up is perfectly okay to study take for the figure knowing well that the former other individual person may not grant give .	You displace can invariably always ask , so then information_technology it represent the choice of the author to accept operating_room or not not .
3617	main-forums	answers-forums	2015	1402	none	none	Public employees can unionize because the law allows them to.	The legal reasons why public employees can unionize have been elsewhere described.	3.60	train	populace Public employee employees can_buoy can organise because the law take_into_account allows them to .	The legal reason reasons wherefore why populace populace employees give_the_sack can organise unionize have been elsewhere described .
3618	main-forums	answers-forums	2015	1931	none	none	We just addressed this recently, and the excellent answer suggested was guillemets.	guillemets, as suggested by Lauren Ipsum, is a good option.	3.60	train	We just addressed this recently recently , and the first-class excellent answer indicate suggest be was guillemets .	guillemets , as evoke suggested by Lauren Ipsum , is a soundly good choice .
3619	main-news	MSRpar	2012test	0002	none	none	"It's a huge black eye," said publisher Arthur Ochs Sulzberger Jr., whose family has controlled the paper since 1896.	"It's a huge black eye," Arthur Sulzberger, the newspaper's publisher, said of the scandal.	3.600	train	`` It 's angstrom a huge inglorious black eye , `` enounce said publisher Arthur Ochs Adolph_Simon_Ochs Sulzberger Jr. , whose family has controlled the paper since 1896 .	`` IT It 's angstrom a huge blackness black centre eye , `` Chester_Alan_Arthur Chester_Alan_Arthur Sulzberger , the paper newspaper 's publisher , said of the scandal .
3620	main-news	MSRpar	2012test	0188	none	none	He claims it may seem unrealistic only because little effort has been devoted to the concept.	This proposal is modest compared with the space programme, and may seem unrealistic only because little effort has been devoted to it.	3.500	train	He claims it may may seem seem unrealistic merely only because small little crusade effort consume has embody devoted to the concept .	This marriage_offer proposal constitute modest compared with the place space programme , and may seem unrealistic unrealistic merely only because little drive effort has been devoted to it .
3621	main-news	MSRpar	2012test	0346	none	none	The world's largest software company said it recognized the difficulty the multiple patches posed for companies, and set out to make it easier for them to apply the updates.	The world's largest software company said it recognized the difficulty the multiple patches posed for companies trying to apply them.	3.500	train	The world 's great largest software_package software_package company said it pick_out recognized the difficultness difficulty the multiple multiple dapple patches impersonate posed for companies , and set out to make information_technology it easier for them to apply apply the update updates .	The world 's declamatory largest software company said IT recognized the difficulty the multiple piece patches model posed for companies trying to apply them .
3622	main-news	MSRpar	2012test	0348	none	none	Putin hailed Saudi Arabia as ``one of the most important Muslim nations.	Before the meeting, Putin said Russia regards Saudi Arabia as a key Muslim state.	3.500	train	Putin acclaim Saudi_Arabian Saudi Arabian_Peninsula Arabia as `` matchless one of the most most important Islamic Muslim country nations .	Before the confluence meeting , Putin Vladimir_Putin said Russia wish regards Saudi Arabia antiophthalmic_factor as a name key Muslim Muslim express state .
3623	main-news	MSRpar	2012test	0391	none	none	Mahmud controlled access to Saddam for everyone but immediate family members, Pentagon officials said.	Mahmud controlled access to Saddam and was frequently at his side.	3.500	train	Mahmud master approach access to Saddam for everyone but but immediate sept family members , Pentagon officials said .	Mahmud assure controlled access to Saddam and was frequently At astatine his English side .
3624	main-news	MSRpar	2012test	0459	none	none	Yeager said the suspect in the Target attack showed tendencies of being a prior offender.	Yeager said the incident appeared to be isolated, but the suspect showed tendencies of being a prior offender.	3.714	train	Yeager said the distrust suspect in the Target attack showed tendencies of being a prior offender .	Yeager said the incidental appeared to exist be isolated , but but the funny suspect designate showed trend tendencies of being a prior offender .
3625	main-news	MSRpar	2012test	0505	none	none	Just five months ago, Dean committed to accepting taxpayer money and vowed to attack any Democrat who didnt.	Just five months ago, Dean committed to accepting taxpayer money and the spending limits that come with it and vowed to attack any Democrat who didnt.	3.600	train	fair Just five calendar_month agone ago , Dean institutionalise committed to accepting taxpayer money money and consecrate vowed to attempt attack any populist Democrat World_Health_Organization who didnt .	equitable Just 5 five months ago ago , Dean committed to accepting taxpayer taxpayer money and the spending limits that come_up come with it and vow vowed to attack whatever Democrat World_Health_Organization who didnt .
3626	main-news	MSRpar	2012test	0528	none	none	A federal appeals court ruled Tuesday that the government was free to withhold the names of more than 700 people detained in the aftermath of Sept. 11, 2001.	A federal appeals court ruled Tuesday that the U.S. government can withhold the names of people detained as part of the September 11 investigation, reversing a lower court decision.	3.600	train	angstrom_unit A federal ingathering court_of_law court ruled Tuesday that the government follow was unfreeze free to withhold the constitute names of Sir_Thomas_More more than 700 people confine detained inwards in the consequence aftermath of Sept. xi 11 , 2001 .	A axerophthol federal appeal appeals court govern ruled Tuesday that the U.S. government can withhold the names of people people stay detained as part of the September 11 investigation , reversing antiophthalmic_factor a lower_berth lower court decision .
3627	main-news	MSRpar	2012test	0572	none	none	Justices said that the Constitution allows the government to administer drugs only "in limited circumstances."	In a 6-3 ruling, the justices said such anti-psychotic drugs can be used only in "limited circumstances."	3.500	train	Justice_Department Justices aforementioned said that the United_States_Constitution tolerate allows the government to administer drug drugs only `` in limited circumstances . ``	In a 6-3 reigning ruling , the justices enunciate said such such anti-psychotic dose tush can be apply used but only in `` express limited circumstances . ``
3628	main-news	MSRpar	2012test	0575	none	none	The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest.	Razali Ismail met for 90 minutes with Suu Kyi, a 1991 winner of the Nobel Peace Prize, at her lakeside home, where she is under house arrest.	3.692	train	The veteran veteran Malyasian diplomat diplomat met Suu Kyi Wednesday at at the lakeside lakeside legal_residence domicile in Yangon where she exist is under house arrest .	Razali Ismail contact met for 90 hour minutes with Suu Kyi , deoxyadenosine_monophosphate a 1991 succeeder of the Nobel Nobel peace_treaty Peace value Prize , at her lakeside home , where she represent is under house house halt arrest .
3629	main-news	MSRpar	2012test	0678	none	none	It will cost about $20,000 per eight-week course of treatment, comparable to other injected cancer therapies, a spokeswoman said.	It will cost about $20,000 per average course of treatment -16 to 17 weeks.	3.500	train	IT It will be cost just_about about $ 20,000 per eight-week line course of treatment , comparable comparable to early other interject cancer therapy therapies , angstrom a spokeswoman spokeswoman state said .	It volition will cost about $ 20,000 per medium average course of discussion treatment -16 to seventeen calendar_week weeks .
3630	main-news	MSRpar	2012train	0021	none	none	In two weeks, he'll probably send out Peace Rules in the Preakness.	Frankel said Peace Rules will run in the Preakness Stakes on May 17.	3.600	train	Indiana In deuce two workweek weeks , helium 'll probably send out Peace Rules in the Preakness Preakness .	Frankel said Peace Rules bequeath will run in the Preakness back on on Crataegus_oxycantha May 17 17 .
3631	main-news	MSRpar	2012train	0037	none	none	He allowed two runs in seven innings and struck out six.	Zambrano pitched seven innings and allowed two runs on five hits and four walks.	3.500	train	He atomic_number_2 allowed II two runs inward in seven frame innings and struck prohibited out six .	Zambrano vend pitched seven soma frame and allow allowed two ravel runs on five remove hits and four base_on_balls walks .
3632	main-news	MSRpar	2012train	0076	none	none	U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions.	FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions, U.S. District Judge Edmund Sargus ruled Thursday.	3.600	train	U.S. District approximate Edmund Sargus prevail ruled that the Akron-based company should wealthy_person have determined that switch changes astatine at one of its implant plants would increase overall defilement pollution emission emissions .	FirstEnergy Corp. should feature have determined that overhaul modernizing unity one of its plants would gain increase overall overall befoulment pollution expelling emissions , United_States territory District adjudicate Judge Edmund Sargus govern ruled Thursday .
3633	main-news	MSRpar	2012train	0092	none	none	The new system costs between $1.1 million and $22 million, depending on configuration.	The system is priced from US$1.1 million to $22.4 million, depending on configuration.	3.600	train	The new system cost costs between $ 1.1 million and $ 22 jillion million , depending along on configuration .	The system cost is Leontyne_Price price from US $ 1.1 million million to $ 22.4 meg million , depending on contour configuration .
3634	main-news	MSRpar	2012train	0219	none	none	"City-grown pollution, and ozone in particular, is tougher on country trees," says Cornell University ecologist Jillian Gregg.	"I know this sounds counterintuitive, but it's true: City-grown pollution -- and ozone in particular -- is tougher on country trees," U.S. ecologist Jillian Gregg said.	3.600	train	`` City-grown pollution pollution , and ozone ozone inward in busy fussy , be is tough tougher on country shoetree trees , `` says Cornell university University ecologist ecologist Jillian Gregg .	`` I have_intercourse know this speech_sound counterintuitive , but it 's avowedly true : City-grown pollution -- and ozone ozone in picky particular -- represent is tougher along on country country trees , `` U.S. ecologist ecologist Jillian Gregg enunciate said .
3635	main-news	MSRpar	2012train	0328	none	none	Gartner's report said global WLAN equipment shipments reached 19.5 million last year, a 120 percent increase over 2001's 8.9 million units.	Total shipments reached 19.5 million units last year, compared with 8.9 million units in 2001.	3.600	train	Gartner 's report say said global WLAN equipment shipments get_through reached 19.5 million million net last class year , a long_hundred 120 per_centum percent increment increment over 2001 's 8.9 million units .	add_up Total consignment shipments progress_to reached 19.5 gazillion million whole units last yr , compare compared with 8.9 million units in in 2001 .
3636	main-news	MSRpar	2012train	0339	none	none	FRIENDS of Robert De Niro yesterday rallied around him after he was diagnosed with prostate cancer.	Hollywood actor Robert De Niro has been diagnosed with prostate cancer, his spokesman said today.	3.500	train	FRIENDS of Robert Diamond_State De Niro yesterday rallied about him after atomic_number_2 he be was diagnosed with prostate prostate cancer .	Hollywood Hollywood thespian actor Henry_Martyn_Robert Robert Delaware De Niro stimulate has been diagnose diagnosed with prostate cancer cancer , his spokesman spokesman allege said nowadays today .
3637	main-news	MSRpar	2012train	0372	none	none	Sources say agents confiscated "several" documents he was carrying.	Agents confiscated several classified documents in his possession and interrogated him.	3.500	train	Sources allege agents confiscated `` several `` documents atomic_number_2 he Evergreen_State was gestate carrying .	broker Agents confiscate confiscated several classified written_document written_document in his possession and question interrogated him .
3638	main-news	MSRpar	2012train	0375	none	none	"I am advised that certain allegations of criminal conduct have been interposed against my counsel," said Silver.	"I am advised that certain allegations of criminal conduct have been interposed against my counsel, J. Michael Boxley,'' the Silver statement said. "	3.600	train	`` I I Artium_Magister am advised that certain allegations of criminal criminal conduct demeanour have been interject interposed against my counsel , `` said silvery Silver .	`` I am advised that sure certain allegation allegations of vicious criminal deportment conduct lay_down make constitute been interposed against my guidance counsel , J. Michael Michael Boxley , `` the argent Silver statement aforementioned said . ``
3639	main-news	MSRpar	2012train	0461	none	none	INTEL TODAY disclosed details of its next-generation XScale processor for mobile phones and handheld devices here in San Jose.	Intel on Wednesday unveiled its next-generation processor for cell phones, PDAs, and other wireless devices.	3.600	train	INTEL today TODAY disclosed detail details of IT its next-generation XScale processor for wandering mobile phones and handheld twist devices Hera in San Jose .	Intel along on Midweek Wednesday unveiled IT its next-generation processor processor for cellular_phone cell phones , PDAs , and early other wireless devices .
3640	main-news	MSRpar	2012train	0498	none	none	Consumer groups are against the changes, saying they hurt individuality in markets.	Consumer groups oppose the changes, saying they would concentrate too many outlets in too few media empires.	3.600	train	Consumer grouping groups cost are against the transfer changes , saying they smart hurt individuality inbound inward markets .	consumer Consumer group groups counterbalance oppose the changes , read saying they would focus too many release outlets inward in overly too few few media empires .
3641	main-news	MSRpar	2012train	0558	none	none	"It seems to me ... we're just dealing with bragging rights here, who wins and who loses," said Gammerman, who heard the case without a jury.	"Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses," said Gammerman.	3.667	train	`` information_technology IT look seems to me ... we 're hardly just dealing with bragging rights here , World_Health_Organization who advance wins and who drop_off loses , `` said Gammerman , who get_word heard the caseful case without a jury .	`` going_away Leaving divagation aside lawyer attorney fees , we 're look_at dealing with self-aggrandising bragging rights of who wins and who unload drop_off , `` said Gammerman .
3642	main-news	MSRpar	2012train	0590	none	none	Its maker, MedImmune Inc., based in Gaithersburg, made 4 million to 5 million doses this year.	MedImmune Vaccines, the maker of FluMist, made between 4 million and 5 million doses this year.	3.500	train	information_technology Its maker , MedImmune Inc. , free-base free-base indium in Gaithersburg , made quaternion 4 trillion million to 5 million doses this year .	MedImmune Vaccines , the Divine maker of FluMist , build made 'tween between tetrad 4 1000000 million and 5 billion million STD this class year .
3643	main-news	MSRpar	2012train	0612	none	none	Bush turned out a statement yesterday thanking the commission for its work, and said, "Our journey into space will go on."	Mr. Bush did not discuss this when he issued a brief statement yesterday thanking the commission for its work, and saying, "Our journey into space will go on."	3.600	train	Bush turned out A a statement yesterday thank thanking the committee commission for information_technology its knead work , and said , `` Our journey into blank space will will go on . ``	Mr. Bush Bush exercise did not discourse discuss this when he issued a a brief financial_statement statement yesterday yesterday thanking the commission for information_technology information_technology figure_out work , and saying , `` Our journey into space space will Adam go on on . ``
3644	main-news	headlines	2013	0228	none	none	Syrian troops kill 35 in Damascus suburb	Activists: Syrian troops kill dozens near Damascus	3.6	train	Syrian Syrian troops troops wipe_out xxxv 35 inwards in Dimash Damascus suburban_area suburb	activist Activists : Syrian Syrian troops troops vote_down dozens draw_close near Dimash Damascus
3645	main-news	headlines	2013	0467	none	none	Prince Philip hospitalised in London	Britain's Prince Philip hospitalised, to miss jubilee	3.6	train	Prince Philip Duke_of_Edinburgh hospitalise hospitalised In in London	Britain 's prince Prince Philip hospitalize hospitalize , to miss jubilee jubilee
3646	main-news	headlines	2013	0475	none	none	Egypt's Coptic Pope Shenuda III dies	Egypt prepares to bury Coptic Pope Shenuda III	3.6	train	Egypt Egypt 's Coptic Coptic Pope Shenuda III Dy dysprosium	Egypt United_Arab_Republic organize prepares to immerse bury Coptic Coptic Pope Shenuda triad III
3647	main-captions	MSRvid	2012test	0004	none	none	A man is playing a large flute.	A man is playing a flute.	3.800	train	A serviceman man is act_as playing vitamin_A a large transverse_flute flute .	adenine A man comprise is playing adenine flute_glass flute .
3648	main-captions	MSRvid	2012test	0005	none	none	A man is spreading shreded cheese on a pizza.	A man is spreading shredded cheese on an uncooked pizza.	3.800	train	antiophthalmic_factor A military_man is circulate spreading shreded cheese along on a pizza_pie pizza .	A antiophthalmic_factor man is spreading shredded cheeseflower cheese on on AN an uncooked uncooked pizza pizza .
3649	main-captions	MSRvid	2012test	0019	none	none	A man is playing a flute.	A man is playing a bamboo flute.	3.867	train	A man equal spiel playing a flute .	A homo man exist is playing group_A a bamboo bamboo flute .
3650	main-captions	MSRvid	2012test	0028	none	none	A cat is rubbing against baby's face.	A cat is rubbing against a baby.	3.800	train	group_A A cat is rubbing rubbing against baby 's face .	angstrom A spue cost is itch rubbing against deoxyadenosine_monophosphate a baby .
3651	main-captions	MSRvid	2012test	0056	none	none	Someone is carving a statue.	A man is carving a statue.	3.750	train	Someone equal is carving a statue .	A man exist is chip_at carve axerophthol a statue statue .
3652	main-captions	MSRvid	2012test	0071	none	none	A kid is playing guitar.	A boy is playing a guitar.	3.800	train	A shaver kid exist is playacting playacting guitar guitar .	A boy boy exist is playing vitamin_A a guitar .
3653	main-captions	MSRvid	2012test	0077	none	none	A man is playing a guitar.	A man is playing an electric guitar.	3.750	train	antiophthalmic_factor antiophthalmic_factor Man man follow is encounter playing a guitar guitar .	A man represent is playing an electric_car electric guitar guitar .
3654	main-captions	MSRvid	2012test	0083	none	none	A woman is slicing a pepper.	A woman is cutting a red pepper.	3.938	train	A woman woman is slicing slicing a skin pelt .	a A woman adult_female is cutting axerophthol a cerise red pepper .
3655	main-captions	MSRvid	2012test	0102	none	none	A man is getting into a car.	A man is getting into a car in a garage.	3.833	train	A man is stimulate induce into deoxyadenosine_monophosphate a gondola car .	A man is beat getting into adenine adenine car in adenine adenine garage .
3656	main-captions	MSRvid	2012test	0164	none	none	A boy is checking a calender.	A boy is looking at a calendar.	3.800	train	A boy body_forth embody checking a calender .	adenine A boy male_child equal is looking astatine at a calendar .
3657	main-captions	MSRvid	2012test	0214	none	none	An animal run in circles.	A squirrel runs in circles.	3.800	train	AN An brute animal run In atomic_number_49 rotary circles .	A squirrel squirrel runs in circles .
3658	main-captions	MSRvid	2012test	0221	none	none	A woman cracks two eggs into a glass bowl.	A woman is cracking an egg into a bowl.	3.800	train	adenine A adult_female woman crack_cocaine cracks 2 two ball eggs into a glass bowl .	vitamin_A A woman woman is snap cracking an egg into a pipe_bowl bowl .
3659	main-captions	MSRvid	2012test	0233	none	none	The woman picked up the kangaroo.	A woman picks up a baby kangaroo.	3.750	train	The woman piece picked upward up the kangaroo kangaroo .	angstrom A woman picks astir amp a babe baby kangaroo kangaroo .
3660	main-captions	MSRvid	2012test	0268	none	none	The woman is rolling dough.	A woman is flouring and rolling dough.	3.765	train	The cleaning_lady equal is rolling dough .	A char charwoman is flouring and wheeling rolling dough .
3661	main-captions	MSRvid	2012test	0272	none	none	A cheetah is running.	A cheetah is running across a field.	3.800	train	group_A A cheetah be is lean .	A cheetah make_up be track_down running crossways across a theater field .
3662	main-captions	MSRvid	2012test	0282	none	none	A girl is communicating with sign language.	A young girl is using sign language.	3.941	train	adenine A girl live is pass_along communicating with sign linguistic_communication .	axerophthol A untried young girl is utilise using sign voice_communication .
3663	main-captions	MSRvid	2012test	0284	none	none	A man is getting inside a car.	An elderly man is getting into a red car.	3.750	train	antiophthalmic_factor A man is acquire getting interior inside ampere amp car .	Associate_in_Nursing An Old older human_beings man is gravel getting into type_A a flushed red railway_car car .
3664	main-captions	MSRvid	2012test	0312	none	none	The woman is cutting cooked octopus.	A woman is chopping octopus.	3.800	train	The cleaning_woman woman is trend veer cooked devilfish octopus .	deoxyadenosine_monophosphate A charwoman woman be be chopping devilfish octopus .
3665	main-captions	MSRvid	2012test	0327	none	none	A man is playing the guitar.	A man plays an acoustic guitar.	3.750	train	A military_personnel military_personnel is playing the guitar guitar .	antiophthalmic_factor A humans man caper plays AN acoustic guitar .
3666	main-captions	MSRvid	2012test	0441	none	none	A helicopter is landing on a helipad.	A helicopter lands.	3.923	train	amp A helicopter comprise is landing landing on on angstrom helipad .	antiophthalmic_factor A helicopter whirlybird down lands .
3667	main-captions	MSRvid	2012test	0485	none	none	The boy is stuck in the door of the doghouse.	A child is stuck in a dog house.	3.750	train	The boy boy comprise be flummox stuck atomic_number_49 in the door door of the doghouse doghouse .	amp a minor child equal is stay_put stuck atomic_number_49 in a dog house .
3668	main-captions	MSRvid	2012test	0503	none	none	The little girl played on the grass with a dog and a ball.	A baby plays with a dog and ball.	3.800	train	The little lady_friend girl dally played on along the sess grass with a dog-iron dog and ampere a testicle ball .	A baby plays with A bounder dog and orb ball .
3669	main-captions	MSRvid	2012test	0553	none	none	An old woman is shaking hand with a man.	A man and a woman shake hands.	3.750	train	Associate_in_Nursing An old woman embody shaking hand with a man .	deoxyadenosine_monophosphate A man and group_A a charwoman woman shake bridge_player hands .
3670	main-captions	MSRvid	2012test	0600	none	none	A man is walking with a horse.	A man is leading a horse around by it's halter.	3.750	train	A human_being homo is take_the_air walking with adenine a horse horse .	A homo man is leading group_A a cavalry horse more_or_less more_or_less by it 's halter .
3671	main-captions	MSRvid	2012test	0667	none	none	Two robots share a kiss.	A male and female robot are kissing.	3.800	train	deuce Two robots share amp amp kiss .	A manlike male and distaff female robot cost are hugging kissing .
